HITId,WorkerId,Input.image_url,Answer.algorithms.alg1,Answer.algorithms.alg2,Answer.algorithms.none,img_id,img_class,alg1,alg2,nonpruned,2pruned,32pruned,annotation_result
35A1YQPVGM2HS2ISEY0B18PK26WI5M,AJ9IY4IHOGB8,446_2pruned_2-cassetteplayer_nonpruned.png,True,False,False,446,2-cassetteplayer,2pruned,nonpruned,0.0,1.0,0.0,alg1
3MZ3TAMYUT96XPGQB5DE49UGUOLRI9,A1HDYTLK36Y0G5,15_nonpruned_9-parachute_2pruned.png,True,False,False,15,9-parachute,nonpruned,2pruned,1.0,0.0,0.0,alg1
3JVP4ZJHEXEIXVWRHSUZKDTTLYL0IJ,A1LJC9H6QR2LV1,48_nonpruned_1-dog_2pruned.png,False,True,False,48,1-dog,nonpruned,2pruned,0.0,1.0,0.0,alg2
33CLA8O0NQXMNYE0AX7T1CHOEWTFR6,A3TKUXUTDX6FBF,102_32pruned_6-garbagetruck_nonpruned.png,False,True,False,102,6-garbagetruck,32pruned,nonpruned,1.0,0.0,0.0,alg2
3GONHBMNI3K1VZS8615JI53WKEOZMQ,A2WPHVMLLEV5ZB,56_nonpruned_2-cassetteplayer_2pruned.png,False,False,True,56,2-cassetteplayer,nonpruned,2pruned,0.0,0.0,0.0,none
3Z8UJEJOD7ZL3M2LWL659ISX5KI39Y,A2H90QIP05I3LU,350_2pruned_3-chainsaw_nonpruned.png,False,True,False,350,3-chainsaw,2pruned,nonpruned,1.0,0.0,0.0,alg2
30EMX9PEWS594Z6RQXYV7ZEP8UTKS1,A3CE9FV17NYQ0O,266_nonpruned_3-chainsaw_32pruned.png,True,False,False,266,3-chainsaw,nonpruned,32pruned,1.0,0.0,0.0,alg1
3WGCNLZJLNU1W91NLXXO7LWQYLJD1X,A3I7ZBU31VKOMC,186_2pruned_4-church_nonpruned.png,False,False,True,186,4-church,2pruned,nonpruned,0.0,0.0,0.0,none
33Q5P9PUTX8OMDGHTCB5F9YKQ0KCZL,A1WF1X8PQQJ2OQ,465_nonpruned_9-parachute_32pruned.png,True,False,False,465,9-parachute,nonpruned,32pruned,1.0,0.0,0.0,alg1
382GHPVPI0DK6GW9FQAESAHHJS5434,A2H90QIP05I3LU,393_32pruned_6-garbagetruck_nonpruned.png,True,False,False,393,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
3XUSYT70J1N1PKG5PETOTGDGTTDD0U,A1WF1X8PQQJ2OQ,39_nonpruned_3-chainsaw_32pruned.png,True,False,False,39,3-chainsaw,nonpruned,32pruned,1.0,0.0,0.0,alg1
3V7ICJJA0I2P9B0MUJPKATFT7KHB41,AHO4GTW1CDE6O,122_nonpruned_0-fish_32pruned.png,True,False,False,122,0-fish,nonpruned,32pruned,1.0,0.0,0.0,alg1
3ZQA3IO32JDS06SCB6B4IF8P2ZR1OJ,A21DHQV0B6WUT6,67_nonpruned_7-gaspump_2pruned.png,False,False,True,67,7-gaspump,nonpruned,2pruned,0.0,0.0,0.0,none
3I01FDIL7UU8LUJJ41X2C46VQRXD2E,A19H7KOMN55AMU,286_32pruned_5-frenchhorn_nonpruned.png,False,False,True,286,5-frenchhorn,32pruned,nonpruned,0.0,0.0,0.0,none
3QREJ3J44BJM0MB16O1UVD0UG0LKLN,A3T1M3NZ5UIA56,1_32pruned_1-dog_nonpruned.png,False,True,False,1,1-dog,32pruned,nonpruned,1.0,0.0,0.0,alg2
3W0KKJIASZVRLFRICZSQQ8EOW0M8KP,A2H90QIP05I3LU,373_nonpruned_1-dog_32pruned.png,True,False,False,373,1-dog,nonpruned,32pruned,1.0,0.0,0.0,alg1
306W7JMRZ6KQSCNO6MFXR5VY96DB88,A2H90QIP05I3LU,480_nonpruned_0-fish_2pruned.png,True,False,False,480,0-fish,nonpruned,2pruned,1.0,0.0,0.0,alg1
3126F2F5GGP957YP2UJYEZW91DQPE6,A3I7ZBU31VKOMC,52_nonpruned_7-gaspump_2pruned.png,False,False,True,52,7-gaspump,nonpruned,2pruned,0.0,0.0,0.0,none
3Z3R5YC0QB9Z3DRSEMCO1RI62HQFTJ,A3T1M3NZ5UIA56,350_nonpruned_3-chainsaw_32pruned.png,True,False,False,350,3-chainsaw,nonpruned,32pruned,1.0,0.0,0.0,alg1
32FESTC2OPC70EM7NPCXYHJ5OI5UCE,A1VMWZ4X201V7H,97_32pruned_3-chainsaw_nonpruned.png,False,True,False,97,3-chainsaw,32pruned,nonpruned,1.0,0.0,0.0,alg2
38B7Q9C29ORK05P3FN43GL4HFBK697,A2H1RXUC8XNNIW,298_nonpruned_1-dog_32pruned.png,False,True,False,298,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
36FQTHX30BD4RFHIU5K10ONNTKL3B8,A3U5D83UGFY23Y,63_nonpruned_0-fish_32pruned.png,False,True,False,63,0-fish,nonpruned,32pruned,0.0,0.0,1.0,alg2
3W9XHF7WHSHAJZJ6FX3LH4ABAD7KTQ,A3O0NNIW4KA2PV,357_32pruned_7-gaspump_nonpruned.png,True,False,False,357,7-gaspump,32pruned,nonpruned,0.0,0.0,1.0,alg1
3M055624406180M8HQQCSSCEDZ4FNI,ATQ74MDHONE49,500_2pruned_7-gaspump_nonpruned.png,False,True,False,500,7-gaspump,2pruned,nonpruned,1.0,0.0,0.0,alg2
3RWO3EJEMPVAL64DQ6OJ7FDFC4N1P0,A1LJC9H6QR2LV1,365_2pruned_8-golfball_nonpruned.png,False,False,True,365,8-golfball,2pruned,nonpruned,0.0,0.0,0.0,none
338GLSUI5BXYODEDPM7YRMMK0YCFSU,A3U5D83UGFY23Y,154_2pruned_9-parachute_nonpruned.png,True,False,False,154,9-parachute,2pruned,nonpruned,0.0,1.0,0.0,alg1
3TD33TP5ETO4B0G33KZBNW1TZUDBAC,A1Y1DVHPPIC56B,86_32pruned_1-dog_nonpruned.png,False,True,False,86,1-dog,32pruned,nonpruned,1.0,0.0,0.0,alg2
3VMHWJRYI326KU0CJWDLQU3CFDEXFK,A3DO7XKWE9BAWG,344_nonpruned_9-parachute_2pruned.png,False,True,False,344,9-parachute,nonpruned,2pruned,0.0,1.0,0.0,alg2
3IH9TRB0GJLI4KH9DBYZYIC3QQRI14,A3F3RGPED68CUC,209_2pruned_6-garbagetruck_nonpruned.png,True,False,False,209,6-garbagetruck,2pruned,nonpruned,0.0,1.0,0.0,alg1
3UEBBGULQNAE3Q6HER2Y6N48LVXFUA,A21DHQV0B6WUT6,439_2pruned_0-fish_nonpruned.png,False,False,True,439,0-fish,2pruned,nonpruned,0.0,0.0,0.0,none
34OWYT6U4430TPK4HODSDOUMO2FI9D,A2H90QIP05I3LU,155_32pruned_9-parachute_nonpruned.png,True,False,False,155,9-parachute,32pruned,nonpruned,0.0,0.0,1.0,alg1
3MDWE879VPOQ6H6YBELBR1Q9TCVB9X,A2H1RXUC8XNNIW,496_nonpruned_7-gaspump_32pruned.png,True,False,False,496,7-gaspump,nonpruned,32pruned,1.0,0.0,0.0,alg1
3XU80RHWI725OCFDF4FX2F9NXS144P,A273PAYHIAJHO7,373_2pruned_1-dog_nonpruned.png,True,False,False,373,1-dog,2pruned,nonpruned,0.0,1.0,0.0,alg1
3RKHNXPHH4IPJCYVF2TVM0WDTREKUH,A2RD3LG76W24C2,397_nonpruned_6-garbagetruck_2pruned.png,False,False,True,397,6-garbagetruck,nonpruned,2pruned,0.0,0.0,0.0,none
309D674SI77S4FD1NYV2TRRHZXYBCE,A273PAYHIAJHO7,343_2pruned_5-frenchhorn_nonpruned.png,False,False,True,343,5-frenchhorn,2pruned,nonpruned,0.0,0.0,0.0,none
3WUVMVA7PJP0TYJJ9YFE9E8WQXZAZH,A3O0NNIW4KA2PV,252_nonpruned_6-garbagetruck_32pruned.png,True,False,False,252,6-garbagetruck,nonpruned,32pruned,1.0,0.0,0.0,alg1
3FBEFUUYSSRY5OZ87TI3CGF1LT26AM,A1S7M3UYORM9UI,37_nonpruned_8-golfball_32pruned.png,False,True,False,37,8-golfball,nonpruned,32pruned,0.0,0.0,1.0,alg2
3XAOZ9UYS7DVLI5SQJ387K3PH091QR,A3O0NNIW4KA2PV,46_2pruned_8-golfball_nonpruned.png,False,True,False,46,8-golfball,2pruned,nonpruned,1.0,0.0,0.0,alg2
35YHTYFL2OPEG5VHJHC3296RZ26FVZ,A1VMWZ4X201V7H,192_nonpruned_1-dog_2pruned.png,False,False,True,192,1-dog,nonpruned,2pruned,0.0,0.0,0.0,none
391JB9X406U664TM6029VQFJG5BKMP,A3U5D83UGFY23Y,18_nonpruned_8-golfball_32pruned.png,False,True,False,18,8-golfball,nonpruned,32pruned,0.0,0.0,1.0,alg2
3FI30CQHWS53OY40D7IZ7RZ73BN6BH,A1SHP0U7NGGUGY,215_nonpruned_4-church_2pruned.png,False,True,False,215,4-church,nonpruned,2pruned,0.0,1.0,0.0,alg2
3KL228NDN386EUX0VX4EILVMKJZKGH,A1I0LYDWQ5B7Z5,470_nonpruned_9-parachute_2pruned.png,False,True,False,470,9-parachute,nonpruned,2pruned,0.0,1.0,0.0,alg2
32PT7WK7EU1X6CF281B7VEBNW5X3DF,ACIW5RDJE6M4R,140_nonpruned_5-frenchhorn_2pruned.png,False,False,True,140,5-frenchhorn,nonpruned,2pruned,0.0,0.0,0.0,none
3UYRNV2KJ1LSTLCL9CK6I0VSQVR8NU,A3T1M3NZ5UIA56,25_2pruned_9-parachute_nonpruned.png,True,False,False,25,9-parachute,2pruned,nonpruned,0.0,1.0,0.0,alg1
3KTZHH2OOQ1MB3RLXB565L6SL5H8MU,A3I7ZBU31VKOMC,72_32pruned_5-frenchhorn_nonpruned.png,False,False,True,72,5-frenchhorn,32pruned,nonpruned,0.0,0.0,0.0,none
3D17ECOUPMH3EHZQS8RCUCAE78U31P,A1Y1DVHPPIC56B,146_2pruned_0-fish_nonpruned.png,False,True,False,146,0-fish,2pruned,nonpruned,1.0,0.0,0.0,alg2
3HO4MYYR2AAIKXD6DYZUCHRVSWV6UZ,A2QTGI77BS09OT,303_nonpruned_0-fish_2pruned.png,False,False,True,303,0-fish,nonpruned,2pruned,0.0,0.0,0.0,none
32PT7WK7EU1X6CF281B7VEBNW5XD3P,A28KU28QCV7KH0,398_32pruned_4-church_nonpruned.png,False,True,False,398,4-church,32pruned,nonpruned,1.0,0.0,0.0,alg2
3TKSOBLOIT29UALV9YZ7I7LZHCYBB7,A2DYXKOHDDY9EG,187_32pruned_1-dog_nonpruned.png,True,False,False,187,1-dog,32pruned,nonpruned,0.0,0.0,1.0,alg1
3XUSYT70J1N1PKG5PETOTGDGTTD0DH,A3CE9FV17NYQ0O,232_2pruned_6-garbagetruck_nonpruned.png,False,True,False,232,6-garbagetruck,2pruned,nonpruned,1.0,0.0,0.0,alg2
3BVS8WK9R8HJHIZ1F8RO4UPCC2IIBN,AT9UG11XAEDZL,42_2pruned_0-fish_nonpruned.png,False,False,True,42,0-fish,2pruned,nonpruned,0.0,0.0,0.0,none
3WA2XVDZFU31V1GKNYKP8Z5S6806EH,A3KU8DC7HJOGCM,326_nonpruned_5-frenchhorn_32pruned.png,False,True,False,326,5-frenchhorn,nonpruned,32pruned,0.0,0.0,1.0,alg2
3BO3NEOQN83EY8U99URS9J56UKXIAS,A382OPA6G1896W,42_32pruned_0-fish_nonpruned.png,False,True,False,42,0-fish,32pruned,nonpruned,1.0,0.0,0.0,alg2
3RSBJ6YZFKCJQLMKI5QP7HCJ399FOX,A26K2GFZGZQS8M,102_nonpruned_6-garbagetruck_2pruned.png,False,True,False,102,6-garbagetruck,nonpruned,2pruned,0.0,1.0,0.0,alg2
3N7PQ0KLJDB2YIT24WMR1WT8WHY3E8,ALCPF5NANBDSZ,437_nonpruned_9-parachute_2pruned.png,False,True,False,437,9-parachute,nonpruned,2pruned,0.0,1.0,0.0,alg2
3JYPJ2TAZQU1BLYLX534WHH9DE5PFO,A2QTGI77BS09OT,66_32pruned_4-church_nonpruned.png,False,True,False,66,4-church,32pruned,nonpruned,1.0,0.0,0.0,alg2
3SSN80MU9KAH0GSQK74I67VHN9VKX9,A3I7ZBU31VKOMC,29_32pruned_4-church_nonpruned.png,True,False,False,29,4-church,32pruned,nonpruned,0.0,0.0,1.0,alg1
3J6BHNX0VHECOMEMI1H9854JLVLKNP,A3DO7XKWE9BAWG,85_2pruned_8-golfball_nonpruned.png,True,False,False,85,8-golfball,2pruned,nonpruned,0.0,1.0,0.0,alg1
3OREP8RUUAX5LRT6PKRLJICWXPQBGO,ACIW5RDJE6M4R,230_nonpruned_7-gaspump_32pruned.png,True,False,False,230,7-gaspump,nonpruned,32pruned,1.0,0.0,0.0,alg1
3J9UN9O9KBEES6GXZAFZWE8TYDA0JV,A1S7M3UYORM9UI,205_nonpruned_4-church_2pruned.png,True,False,False,205,4-church,nonpruned,2pruned,1.0,0.0,0.0,alg1
3E6L1VR4Y48T1FGGI94VQHQSI9F6FZ,A273PAYHIAJHO7,38_2pruned_1-dog_nonpruned.png,False,False,True,38,1-dog,2pruned,nonpruned,0.0,0.0,0.0,none
306996CF7468HC33716ICV8QV07B1O,A2H1RXUC8XNNIW,23_32pruned_6-garbagetruck_nonpruned.png,False,True,False,23,6-garbagetruck,32pruned,nonpruned,1.0,0.0,0.0,alg2
3XEDXEGFYBA93QMFHVFBXT86D2A0KU,A3O0NNIW4KA2PV,325_2pruned_7-gaspump_nonpruned.png,False,True,False,325,7-gaspump,2pruned,nonpruned,1.0,0.0,0.0,alg2
3BVS8WK9R8HJHIZ1F8RO4UPCC2IBIG,A1HDYTLK36Y0G5,390_32pruned_7-gaspump_nonpruned.png,True,False,False,390,7-gaspump,32pruned,nonpruned,0.0,0.0,1.0,alg1
3YLTXLH3ENSLPHPRSVR4Z2TMTTIPHM,A1VL79925IBF7X,194_2pruned_8-golfball_nonpruned.png,False,False,True,194,8-golfball,2pruned,nonpruned,0.0,0.0,0.0,none
3ZQX1VYFULRAB6CXARKJXPVXG5W8O9,AKSJ3C5O3V9RB,311_2pruned_0-fish_nonpruned.png,False,False,True,311,0-fish,2pruned,nonpruned,0.0,0.0,0.0,none
324N5FAHT5XPWRNVKS30IMYW7YNKV6,A1S7M3UYORM9UI,95_32pruned_2-cassetteplayer_nonpruned.png,True,False,False,95,2-cassetteplayer,32pruned,nonpruned,0.0,0.0,1.0,alg1
3J94SKDELQB0KR26MKZ0AB97A1OD5F,A3T1M3NZ5UIA56,456_nonpruned_3-chainsaw_2pruned.png,True,False,False,456,3-chainsaw,nonpruned,2pruned,1.0,0.0,0.0,alg1
33P2GD6NSVEKEQSBF3MW3L7NZJCKHG,AJ9IY4IHOGB8,266_2pruned_3-chainsaw_nonpruned.png,False,True,False,266,3-chainsaw,2pruned,nonpruned,1.0,0.0,0.0,alg2
3OYHVNTV61KU67EYJGHMNU4OB5QKO4,A273PAYHIAJHO7,166_nonpruned_5-frenchhorn_32pruned.png,False,False,True,166,5-frenchhorn,nonpruned,32pruned,0.0,0.0,0.0,none
3PUV2Q8SWCQ297JFNUQDDX9ZKXABDE,ATQ74MDHONE49,306_nonpruned_5-frenchhorn_2pruned.png,True,False,False,306,5-frenchhorn,nonpruned,2pruned,1.0,0.0,0.0,alg1
3FHTJGYT9VM7PLUG8P9ME2HLET5PGN,A1Q0WMGOMYOLPN,106_nonpruned_0-fish_2pruned.png,False,False,True,106,0-fish,nonpruned,2pruned,0.0,0.0,0.0,none
304QEQWK0X6STH7UFN744APFX7K0OE,A1LJC9H6QR2LV1,164_nonpruned_6-garbagetruck_2pruned.png,True,False,False,164,6-garbagetruck,nonpruned,2pruned,1.0,0.0,0.0,alg1
3G4VVJO6Q72CR7QZYGU1CU9ELAMKPL,A3TTGSUBIK1YCL,491_nonpruned_9-parachute_32pruned.png,True,False,False,491,9-parachute,nonpruned,32pruned,1.0,0.0,0.0,alg1
3ACRLU861V071DXFJP1XJFRKK9BBE7,A1VL79925IBF7X,471_nonpruned_4-church_2pruned.png,True,False,False,471,4-church,nonpruned,2pruned,1.0,0.0,0.0,alg1
3QTFNPMJDE47DHD8I2KJVKSWP4YZNQ,A1SHP0U7NGGUGY,369_nonpruned_3-chainsaw_2pruned.png,False,False,True,369,3-chainsaw,nonpruned,2pruned,0.0,0.0,0.0,none
3RWB1RTQER9SW6OYPRXYMP0NQAS8PQ,A1VMWZ4X201V7H,356_32pruned_4-church_nonpruned.png,True,False,False,356,4-church,32pruned,nonpruned,0.0,0.0,1.0,alg1
3DIIW4IV9XHZWJES0TH1WGJ62A1I4H,ALCPF5NANBDSZ,322_nonpruned_3-chainsaw_2pruned.png,False,True,False,322,3-chainsaw,nonpruned,2pruned,0.0,1.0,0.0,alg2
3SV8KD29MCE65BS5LPS33SBSV9TKZ6,A3U5D83UGFY23Y,197_32pruned_0-fish_nonpruned.png,True,False,False,197,0-fish,32pruned,nonpruned,0.0,0.0,1.0,alg1
