HITId,WorkerId,Input.image_url,Answer.classes.0-fish,Answer.classes.1-dog,Answer.classes.2-cassetteplayer,Answer.classes.3-chainsaw,Answer.classes.4-church,Answer.classes.5-frenchhorn,Answer.classes.6-garbagetruck,Answer.classes.7-gaspump,Answer.classes.8-golfball,Answer.classes.9-parachute,Answer.classes.none,img_id,img_class,algorithm,correct,img_answer
3DQYSJDTZTXEEG0GOLTF8CIC37DEXN,A3P2O37EDC1H9V,325_7-gaspump_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,325,7-gaspump,nonpruned,0.0,none
3DQYSJDTZTXEEG0GOLTF8CIC37DEXN,A3TYCJO2DG3RMH,325_7-gaspump_nonpruned.png,False,False,False,False,True,False,False,False,False,False,False,325,7-gaspump,nonpruned,0.0,4-church
3PMR2DOWPWNNKVJDT9Y777F1XJ954Y,AEFJAJ6H67WNU,295_9-parachute_32pruned.png,False,False,False,False,False,False,False,False,False,True,False,295,9-parachute,32pruned,1.0,9-parachute
3PMR2DOWPWNNKVJDT9Y777F1XJ954Y,A3K1P4SPR8XS7R,295_9-parachute_32pruned.png,False,False,False,False,False,False,False,False,False,True,False,295,9-parachute,32pruned,1.0,9-parachute
3PMR2DOWPWNNKVJDT9Y777F1XJ954Y,A3O5DCGZE1T61D,295_9-parachute_32pruned.png,False,False,False,False,False,False,False,False,False,True,False,295,9-parachute,32pruned,1.0,9-parachute
3PMR2DOWPWNNKVJDT9Y777F1XJ954Y,AGA1PIIWM8I8D,295_9-parachute_32pruned.png,False,False,False,False,False,False,False,False,False,True,False,295,9-parachute,32pruned,1.0,9-parachute
3PMR2DOWPWNNKVJDT9Y777F1XJ954Y,ADQHGQF65JJ08,295_9-parachute_32pruned.png,False,False,False,False,False,False,False,False,False,True,False,295,9-parachute,32pruned,1.0,9-parachute
3UL5XDRDOK5O3W6F5COKOJV6Z55585,A1GC6CN3F0IHWN,373_1-dog_32pruned.png,False,True,False,False,False,False,False,False,False,False,False,373,1-dog,32pruned,1.0,1-dog
3UL5XDRDOK5O3W6F5COKOJV6Z55585,A1MEEY4M9GP8BX,373_1-dog_32pruned.png,False,True,False,False,False,False,False,False,False,False,False,373,1-dog,32pruned,1.0,1-dog
3UL5XDRDOK5O3W6F5COKOJV6Z55585,A1KKG6MKCCLEI7,373_1-dog_32pruned.png,False,True,False,False,False,False,False,False,False,False,False,373,1-dog,32pruned,1.0,1-dog
3UL5XDRDOK5O3W6F5COKOJV6Z55585,A2RD3LG76W24C2,373_1-dog_32pruned.png,False,True,False,False,False,False,False,False,False,False,False,373,1-dog,32pruned,1.0,1-dog
3UL5XDRDOK5O3W6F5COKOJV6Z55585,ASS8RE4GEBJK6,373_1-dog_32pruned.png,False,True,False,False,False,False,False,False,False,False,False,373,1-dog,32pruned,1.0,1-dog
3PA41K45WVQOWSJFFM5S8P4SFL07P6,AOBXYA3PWHSY8,279_0-fish_nonpruned.png,True,False,False,False,False,False,False,False,False,False,False,279,0-fish,nonpruned,1.0,0-fish
3PA41K45WVQOWSJFFM5S8P4SFL07P6,A1MEEY4M9GP8BX,279_0-fish_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,279,0-fish,nonpruned,0.0,none
3PA41K45WVQOWSJFFM5S8P4SFL07P6,A3DS9DP2JE8I4Z,279_0-fish_nonpruned.png,True,False,False,False,False,False,False,False,False,False,False,279,0-fish,nonpruned,1.0,0-fish
3PA41K45WVQOWSJFFM5S8P4SFL07P6,A1BZNPQ0H7ZSER,279_0-fish_nonpruned.png,True,False,False,False,False,False,False,False,False,False,False,279,0-fish,nonpruned,1.0,0-fish
3PA41K45WVQOWSJFFM5S8P4SFL07P6,A8289AEOKHKV4,279_0-fish_nonpruned.png,True,False,False,False,False,False,False,False,False,False,False,279,0-fish,nonpruned,1.0,0-fish
3Z33IC0JD885FV44GVCBSDKGWZP9V5,A1KKG6MKCCLEI7,94_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,94,6-garbagetruck,nonpruned,1.0,6-garbagetruck
3Z33IC0JD885FV44GVCBSDKGWZP9V5,A3P2O37EDC1H9V,94_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,94,6-garbagetruck,nonpruned,1.0,6-garbagetruck
3Z33IC0JD885FV44GVCBSDKGWZP9V5,AOBXYA3PWHSY8,94_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,94,6-garbagetruck,nonpruned,1.0,6-garbagetruck
3Z33IC0JD885FV44GVCBSDKGWZP9V5,A3OSGBQXGDDRT5,94_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,94,6-garbagetruck,nonpruned,1.0,6-garbagetruck
3Z33IC0JD885FV44GVCBSDKGWZP9V5,ARUXF7MD6PFIJ,94_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,94,6-garbagetruck,nonpruned,1.0,6-garbagetruck
39XCQ6V3L6Q1ZINRCXRM45ZFTAF56J,AV5TLLCULVF0P,382_3-chainsaw_32pruned.png,False,False,False,False,False,False,False,False,False,False,True,382,3-chainsaw,32pruned,0.0,none
39XCQ6V3L6Q1ZINRCXRM45ZFTAF56J,A3DO7XKWE9BAWG,382_3-chainsaw_32pruned.png,False,False,False,False,True,False,False,False,False,False,False,382,3-chainsaw,32pruned,0.0,4-church
39XCQ6V3L6Q1ZINRCXRM45ZFTAF56J,A38GSW5JQW6NVB,382_3-chainsaw_32pruned.png,False,False,False,False,False,False,False,False,False,False,True,382,3-chainsaw,32pruned,0.0,none
39XCQ6V3L6Q1ZINRCXRM45ZFTAF56J,A1AIHIAGUW2F8W,382_3-chainsaw_32pruned.png,False,False,False,False,False,False,False,False,False,False,True,382,3-chainsaw,32pruned,0.0,none
39XCQ6V3L6Q1ZINRCXRM45ZFTAF56J,A1GCCCD7V9JUQY,382_3-chainsaw_32pruned.png,False,False,False,False,False,False,False,False,False,True,False,382,3-chainsaw,32pruned,0.0,9-parachute
3T2EL38U1U63BJQLXCOF2T7QMA0XQH,AKDB2G1IT34PH,8_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,8,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
3T2EL38U1U63BJQLXCOF2T7QMA0XQH,A34DYM8J0X5VK,8_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,8,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
3T2EL38U1U63BJQLXCOF2T7QMA0XQH,A3P2O37EDC1H9V,8_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,8,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
3T2EL38U1U63BJQLXCOF2T7QMA0XQH,A4VGL8HEEEG9P,8_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,8,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
3T2EL38U1U63BJQLXCOF2T7QMA0XQH,A3OSGBQXGDDRT5,8_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,8,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
302OLP89E7TNL589HKV6YG7BHARCAO,A8289AEOKHKV4,436_9-parachute_32pruned.png,False,False,False,False,False,False,False,False,False,True,False,436,9-parachute,32pruned,1.0,9-parachute
302OLP89E7TNL589HKV6YG7BHARCAO,A26K2GFZGZQS8M,436_9-parachute_32pruned.png,False,False,False,False,False,False,False,False,False,False,True,436,9-parachute,32pruned,0.0,none
302OLP89E7TNL589HKV6YG7BHARCAO,A3P2O37EDC1H9V,436_9-parachute_32pruned.png,False,False,False,False,False,False,False,False,False,True,False,436,9-parachute,32pruned,1.0,9-parachute
302OLP89E7TNL589HKV6YG7BHARCAO,A2JMEQ3KQFQCRM,436_9-parachute_32pruned.png,True,False,False,False,False,False,False,False,False,False,False,436,9-parachute,32pruned,0.0,0-fish
302OLP89E7TNL589HKV6YG7BHARCAO,AV5TLLCULVF0P,436_9-parachute_32pruned.png,False,False,False,False,False,False,False,False,False,True,False,436,9-parachute,32pruned,1.0,9-parachute
3SZYX62S6OMK3I1WV7WEAJZBOLZ57I,AKSJ3C5O3V9RB,130_5-frenchhorn_nonpruned.png,False,False,False,False,False,True,False,False,False,False,False,130,5-frenchhorn,nonpruned,1.0,5-frenchhorn
3SZYX62S6OMK3I1WV7WEAJZBOLZ57I,A1GC6CN3F0IHWN,130_5-frenchhorn_nonpruned.png,False,False,False,False,False,True,False,False,False,False,False,130,5-frenchhorn,nonpruned,1.0,5-frenchhorn
3SZYX62S6OMK3I1WV7WEAJZBOLZ57I,A4HAQO3W6WWYO,130_5-frenchhorn_nonpruned.png,False,False,False,False,False,True,False,False,False,False,False,130,5-frenchhorn,nonpruned,1.0,5-frenchhorn
3SZYX62S6OMK3I1WV7WEAJZBOLZ57I,A3P2O37EDC1H9V,130_5-frenchhorn_nonpruned.png,False,False,False,False,False,True,False,False,False,False,False,130,5-frenchhorn,nonpruned,1.0,5-frenchhorn
3SZYX62S6OMK3I1WV7WEAJZBOLZ57I,AKDB2G1IT34PH,130_5-frenchhorn_nonpruned.png,False,False,False,False,False,True,False,False,False,False,False,130,5-frenchhorn,nonpruned,1.0,5-frenchhorn
386659BNUT37XP0T9L9TSEC74RO01V,A29CNQYJWMJ7G9,166_5-frenchhorn_nonpruned.png,False,False,False,False,False,True,False,False,False,False,False,166,5-frenchhorn,nonpruned,1.0,5-frenchhorn
386659BNUT37XP0T9L9TSEC74RO01V,A1MEEY4M9GP8BX,166_5-frenchhorn_nonpruned.png,False,False,False,False,False,True,False,False,False,False,False,166,5-frenchhorn,nonpruned,1.0,5-frenchhorn
386659BNUT37XP0T9L9TSEC74RO01V,AKDB2G1IT34PH,166_5-frenchhorn_nonpruned.png,False,False,False,False,False,True,False,False,False,False,False,166,5-frenchhorn,nonpruned,1.0,5-frenchhorn
386659BNUT37XP0T9L9TSEC74RO01V,APO5T6QKLN5DA,166_5-frenchhorn_nonpruned.png,False,False,False,False,False,True,False,False,False,False,False,166,5-frenchhorn,nonpruned,1.0,5-frenchhorn
386659BNUT37XP0T9L9TSEC74RO01V,AV5TLLCULVF0P,166_5-frenchhorn_nonpruned.png,False,False,False,False,False,True,False,False,False,False,False,166,5-frenchhorn,nonpruned,1.0,5-frenchhorn
3VO4XFFP2D89W4KUFZKH8UU2KHM7QX,A3GCVJINCZ758Y,390_7-gaspump_32pruned.png,False,False,False,False,False,False,False,True,False,False,False,390,7-gaspump,32pruned,1.0,7-gaspump
3VO4XFFP2D89W4KUFZKH8UU2KHM7QX,A34DYM8J0X5VK,390_7-gaspump_32pruned.png,False,False,False,False,False,False,False,True,False,False,False,390,7-gaspump,32pruned,1.0,7-gaspump
3VO4XFFP2D89W4KUFZKH8UU2KHM7QX,A1GCCCD7V9JUQY,390_7-gaspump_32pruned.png,False,False,False,False,False,False,False,True,False,False,False,390,7-gaspump,32pruned,1.0,7-gaspump
3VO4XFFP2D89W4KUFZKH8UU2KHM7QX,A1GC6CN3F0IHWN,390_7-gaspump_32pruned.png,False,False,False,False,False,False,False,True,False,False,False,390,7-gaspump,32pruned,1.0,7-gaspump
3VO4XFFP2D89W4KUFZKH8UU2KHM7QX,AV5TLLCULVF0P,390_7-gaspump_32pruned.png,False,False,False,False,False,False,False,True,False,False,False,390,7-gaspump,32pruned,1.0,7-gaspump
3J9L0X0VEN8IUK4965H7EF3U38R9WF,A121A9VXAC6JUQ,281_6-garbagetruck_2pruned.png,False,False,False,False,False,False,True,False,False,False,False,281,6-garbagetruck,2pruned,1.0,6-garbagetruck
3J9L0X0VEN8IUK4965H7EF3U38R9WF,A34DYM8J0X5VK,281_6-garbagetruck_2pruned.png,False,False,False,False,False,False,True,False,False,False,False,281,6-garbagetruck,2pruned,1.0,6-garbagetruck
3J9L0X0VEN8IUK4965H7EF3U38R9WF,A21S5KBNLY5YZB,281_6-garbagetruck_2pruned.png,False,False,False,False,False,False,True,False,False,False,False,281,6-garbagetruck,2pruned,1.0,6-garbagetruck
3J9L0X0VEN8IUK4965H7EF3U38R9WF,A3P2O37EDC1H9V,281_6-garbagetruck_2pruned.png,False,False,False,False,False,False,True,False,False,False,False,281,6-garbagetruck,2pruned,1.0,6-garbagetruck
3J9L0X0VEN8IUK4965H7EF3U38R9WF,A1BZNPQ0H7ZSER,281_6-garbagetruck_2pruned.png,False,False,False,False,False,False,True,False,False,False,False,281,6-garbagetruck,2pruned,1.0,6-garbagetruck
3HEA4ZVWWL85GEND7EHHCZLFXF4553,A3A1PY8GLGYRR5,13_7-gaspump_nonpruned.png,False,False,False,False,False,False,False,True,False,False,False,13,7-gaspump,nonpruned,1.0,7-gaspump
3HEA4ZVWWL85GEND7EHHCZLFXF4553,A3P2O37EDC1H9V,13_7-gaspump_nonpruned.png,False,False,False,False,False,False,False,True,False,False,False,13,7-gaspump,nonpruned,1.0,7-gaspump
3HEA4ZVWWL85GEND7EHHCZLFXF4553,A21S5KBNLY5YZB,13_7-gaspump_nonpruned.png,False,False,False,False,False,False,False,True,False,False,False,13,7-gaspump,nonpruned,1.0,7-gaspump
3HEA4ZVWWL85GEND7EHHCZLFXF4553,A1KKG6MKCCLEI7,13_7-gaspump_nonpruned.png,False,False,False,False,False,False,False,True,False,False,False,13,7-gaspump,nonpruned,1.0,7-gaspump
3HEA4ZVWWL85GEND7EHHCZLFXF4553,A3VMJIW0DP7007,13_7-gaspump_nonpruned.png,False,False,False,False,False,False,False,True,False,False,False,13,7-gaspump,nonpruned,1.0,7-gaspump
3BAWBGQGZTL11CGB1YEREHTA190V7E,A1MEEY4M9GP8BX,176_3-chainsaw_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,176,3-chainsaw,nonpruned,0.0,none
3BAWBGQGZTL11CGB1YEREHTA190V7E,A3P2O37EDC1H9V,176_3-chainsaw_nonpruned.png,False,False,False,True,False,False,False,False,False,False,False,176,3-chainsaw,nonpruned,1.0,3-chainsaw
3BAWBGQGZTL11CGB1YEREHTA190V7E,A1GC6CN3F0IHWN,176_3-chainsaw_nonpruned.png,False,False,False,True,False,False,False,False,False,False,False,176,3-chainsaw,nonpruned,1.0,3-chainsaw
3BAWBGQGZTL11CGB1YEREHTA190V7E,A1KKG6MKCCLEI7,176_3-chainsaw_nonpruned.png,False,False,False,False,False,False,False,True,False,False,False,176,3-chainsaw,nonpruned,0.0,7-gaspump
3BAWBGQGZTL11CGB1YEREHTA190V7E,AEFJAJ6H67WNU,176_3-chainsaw_nonpruned.png,False,False,False,False,False,False,False,True,False,False,False,176,3-chainsaw,nonpruned,0.0,7-gaspump
34F34TZU84LLOGJBEXJDF218V682JL,ADQHGQF65JJ08,411_8-golfball_32pruned.png,False,False,False,False,False,False,False,False,True,False,False,411,8-golfball,32pruned,1.0,8-golfball
34F34TZU84LLOGJBEXJDF218V682JL,A1DOJTVB7GXJH7,411_8-golfball_32pruned.png,False,False,False,False,False,False,False,False,True,False,False,411,8-golfball,32pruned,1.0,8-golfball
34F34TZU84LLOGJBEXJDF218V682JL,A1BZNPQ0H7ZSER,411_8-golfball_32pruned.png,False,False,False,False,False,False,False,False,True,False,False,411,8-golfball,32pruned,1.0,8-golfball
34F34TZU84LLOGJBEXJDF218V682JL,A25NZ9E6L9ER2D,411_8-golfball_32pruned.png,False,False,False,False,False,False,False,False,True,False,False,411,8-golfball,32pruned,1.0,8-golfball
34F34TZU84LLOGJBEXJDF218V682JL,A3P2O37EDC1H9V,411_8-golfball_32pruned.png,False,False,False,False,False,False,False,False,True,False,False,411,8-golfball,32pruned,1.0,8-golfball
341YLJU22QLPT5Z5WFYD31M8IRJ2I9,A3DS9DP2JE8I4Z,358_5-frenchhorn_2pruned.png,False,False,False,False,False,True,False,False,False,False,False,358,5-frenchhorn,2pruned,1.0,5-frenchhorn
341YLJU22QLPT5Z5WFYD31M8IRJ2I9,A3GCVJINCZ758Y,358_5-frenchhorn_2pruned.png,False,False,False,False,False,True,False,False,False,False,False,358,5-frenchhorn,2pruned,1.0,5-frenchhorn
341YLJU22QLPT5Z5WFYD31M8IRJ2I9,A1MEEY4M9GP8BX,358_5-frenchhorn_2pruned.png,False,False,False,False,False,True,False,False,False,False,False,358,5-frenchhorn,2pruned,1.0,5-frenchhorn
341YLJU22QLPT5Z5WFYD31M8IRJ2I9,AGA1PIIWM8I8D,358_5-frenchhorn_2pruned.png,False,False,False,False,False,True,False,False,False,False,False,358,5-frenchhorn,2pruned,1.0,5-frenchhorn
341YLJU22QLPT5Z5WFYD31M8IRJ2I9,A3P2O37EDC1H9V,358_5-frenchhorn_2pruned.png,False,False,False,False,False,True,False,False,False,False,False,358,5-frenchhorn,2pruned,1.0,5-frenchhorn
3HXK2V1N5S1BXETA6RYAIP9S3ER2GH,ARUXF7MD6PFIJ,482_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,482,8-golfball,nonpruned,1.0,8-golfball
3HXK2V1N5S1BXETA6RYAIP9S3ER2GH,AU26PZZBE7NKF,482_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,482,8-golfball,nonpruned,1.0,8-golfball
3HXK2V1N5S1BXETA6RYAIP9S3ER2GH,A2PK2UX3AECX9U,482_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,482,8-golfball,nonpruned,1.0,8-golfball
3HXK2V1N5S1BXETA6RYAIP9S3ER2GH,A3BGF5KQL2LINK,482_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,482,8-golfball,nonpruned,1.0,8-golfball
3HXK2V1N5S1BXETA6RYAIP9S3ER2GH,A18V8FRN40LJ4J,482_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,482,8-golfball,nonpruned,1.0,8-golfball
3DTJ4WT8CL13JB0VP3H05XYNB7BEZK,A3DS9DP2JE8I4Z,209_6-garbagetruck_2pruned.png,False,False,False,False,False,False,True,False,False,False,False,209,6-garbagetruck,2pruned,1.0,6-garbagetruck
3DTJ4WT8CL13JB0VP3H05XYNB7BEZK,A3R3OUJP49459I,209_6-garbagetruck_2pruned.png,False,False,False,False,False,False,True,False,False,False,False,209,6-garbagetruck,2pruned,1.0,6-garbagetruck
3DTJ4WT8CL13JB0VP3H05XYNB7BEZK,A3GCVJINCZ758Y,209_6-garbagetruck_2pruned.png,False,False,False,False,False,False,True,False,False,False,False,209,6-garbagetruck,2pruned,1.0,6-garbagetruck
3DTJ4WT8CL13JB0VP3H05XYNB7BEZK,A3P2O37EDC1H9V,209_6-garbagetruck_2pruned.png,False,False,False,False,False,False,False,False,False,False,True,209,6-garbagetruck,2pruned,0.0,none
3DTJ4WT8CL13JB0VP3H05XYNB7BEZK,A25EVN04BC2KJ6,209_6-garbagetruck_2pruned.png,False,False,False,False,False,False,True,False,False,False,False,209,6-garbagetruck,2pruned,1.0,6-garbagetruck
3V8JSVE8Z6C3ELQQTHFHRQPL5D7EYT,AOBXYA3PWHSY8,178_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,178,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3V8JSVE8Z6C3ELQQTHFHRQPL5D7EYT,ARUXF7MD6PFIJ,178_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,178,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3V8JSVE8Z6C3ELQQTHFHRQPL5D7EYT,A1GCCCD7V9JUQY,178_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,178,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3V8JSVE8Z6C3ELQQTHFHRQPL5D7EYT,AXID3RPK6NZT6,178_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,178,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3V8JSVE8Z6C3ELQQTHFHRQPL5D7EYT,AV5TLLCULVF0P,178_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,178,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3SD15I2WEAGYL30NYE3TP81VFEO36R,A1VOW1Y4RVQXLR,102_6-garbagetruck_32pruned.png,False,False,False,False,False,False,True,False,False,False,False,102,6-garbagetruck,32pruned,1.0,6-garbagetruck
3SD15I2WEAGYL30NYE3TP81VFEO36R,A1KKG6MKCCLEI7,102_6-garbagetruck_32pruned.png,False,False,False,False,False,False,True,False,False,False,False,102,6-garbagetruck,32pruned,1.0,6-garbagetruck
3SD15I2WEAGYL30NYE3TP81VFEO36R,ADQHGQF65JJ08,102_6-garbagetruck_32pruned.png,False,False,False,False,False,False,True,False,False,False,False,102,6-garbagetruck,32pruned,1.0,6-garbagetruck
3SD15I2WEAGYL30NYE3TP81VFEO36R,AGA1PIIWM8I8D,102_6-garbagetruck_32pruned.png,False,False,False,False,False,False,True,False,False,False,False,102,6-garbagetruck,32pruned,1.0,6-garbagetruck
3SD15I2WEAGYL30NYE3TP81VFEO36R,A8289AEOKHKV4,102_6-garbagetruck_32pruned.png,False,False,False,False,False,False,True,False,False,False,False,102,6-garbagetruck,32pruned,1.0,6-garbagetruck
301KG0KXAK7PXAOLQXGS3PLTIE42HG,ASBANJ17NLV76,111_9-parachute_2pruned.png,False,False,False,False,False,False,False,False,False,True,False,111,9-parachute,2pruned,1.0,9-parachute
301KG0KXAK7PXAOLQXGS3PLTIE42HG,AKJ22H1NTVIQX,111_9-parachute_2pruned.png,False,False,False,False,False,False,False,False,False,True,False,111,9-parachute,2pruned,1.0,9-parachute
301KG0KXAK7PXAOLQXGS3PLTIE42HG,A3P2O37EDC1H9V,111_9-parachute_2pruned.png,False,False,False,False,False,False,False,False,False,True,False,111,9-parachute,2pruned,1.0,9-parachute
301KG0KXAK7PXAOLQXGS3PLTIE42HG,A3K1P4SPR8XS7R,111_9-parachute_2pruned.png,False,False,False,False,False,False,False,False,False,True,False,111,9-parachute,2pruned,1.0,9-parachute
301KG0KXAK7PXAOLQXGS3PLTIE42HG,A121A9VXAC6JUQ,111_9-parachute_2pruned.png,False,False,False,False,False,False,False,False,False,True,False,111,9-parachute,2pruned,1.0,9-parachute
3NSCTNUR3792MKZU2A8YKA11PT55A9,A3P2O37EDC1H9V,480_0-fish_nonpruned.png,True,False,False,False,False,False,False,False,False,False,False,480,0-fish,nonpruned,1.0,0-fish
3NSCTNUR3792MKZU2A8YKA11PT55A9,A3GCVJINCZ758Y,480_0-fish_nonpruned.png,True,False,False,False,False,False,False,False,False,False,False,480,0-fish,nonpruned,1.0,0-fish
